version,difficulty,syncSource,service,level,actionType,category,estimatedSavings,description,contentHash,automatedCheck,id,checkImplemented,tipId,actionLabel,title,cloud,implementedInAct,serviceKey,createdAt,drilldownInstructions,drilldownApis,provider,providerRouting,confidenceTag,positiveCount,source
1,medium,bedrock-ai,Glue,3,advisory,right-sizing,20-40%,Leverage Glue Dynamic Frames to optimize data processing and reduce the compute resources needed.,968db086bca540633debbdbf5f4a9a8b0994017d783f62086c5919b7767c5bb9,aws glue get-job-bookmark --job-name <job-name>,glue-003,false,glue-003,View Details,Use Glue Dynamic Frames,AWS,,,2026-05-31T02:10:37.913977+00:00,"1. List all Glue jobs — check DPU allocation and execution time. 2. Check job run history: if runs are short (<5 min), reduce DPU count (charged per DPU-hour, minimum 10 min). 3. For crawlers: check frequency — daily crawlers on static schemas waste money. 4. Consider Glue Auto Scaling (adjusts DPUs dynamically). 5. Compare with serverless Spark on EMR Serverless for batch workloads.","[""glue:GetJobs"",""glue:GetJobRuns(JobName='<each>',MaxResults=10)"",""glue:GetCrawlers"",""ce:GetCostAndUsage(Filter={Dimensions:{Key:'SERVICE',Values:['AWS Glue']}},GroupBy=[{Type:'DIMENSION',Key:'USAGE_TYPE'}])""]",,,,,
1,easy,bedrock-ai,Glue,3,advisory,right-sizing,20-40%,Schedule Glue crawlers during off-peak hours to reduce costs.,c0c6693403ad970647307025b402e1c623575aec5fd0ea6b40416d2724af9006,aws glue get-crawler --name <crawler-name> --region <region>,glue-004,false,glue-004,View Details,Optimize Glue Crawlers,AWS,,,2026-06-08T02:10:39.276298+00:00,"1. List all Glue jobs — check DPU allocation and execution time. 2. Check job run history: if runs are short (<5 min), reduce DPU count (charged per DPU-hour, minimum 10 min). 3. For crawlers: check frequency — daily crawlers on static schemas waste money. 4. Consider Glue Auto Scaling (adjusts DPUs dynamically). 5. Compare with serverless Spark on EMR Serverless for batch workloads.","[""glue:GetJobs"",""glue:GetJobRuns(JobName='<each>',MaxResults=10)"",""glue:GetCrawlers"",""ce:GetCostAndUsage(Filter={Dimensions:{Key:'SERVICE',Values:['AWS Glue']}},GroupBy=[{Type:'DIMENSION',Key:'USAGE_TYPE'}])""]",,,,,
1,easy,bedrock-ai,Glue,3,advisory,idle-resources,10-30%,Identify and stop Glue jobs that are scheduled but not actively processing data. Use the AWS Glue Studio or AWS CLI to check job runs and disable or delete those that are no longer required. This prevents unnecessary compute and storage costs.,2e1094d4fde961d8801c7e8301a9d3e20d8e1200cd3a1f8b2faf641c28ea780c,aws glue list-jobs --max-results 100,glue-005,false,glue-005,View Details,Stop unused Glue jobs,AWS,,,2026-06-14T02:10:41.038397+00:00,Check DPU allocation vs job duration. Reduce DPUs for short jobs. Reduce crawler frequency for static schemas.,"[""glue:GetJobs"",""glue:GetJobRuns"",""glue:GetCrawlers""]",,,,,
1,medium,bedrock-ai,Glue,3,advisory,idle-resources,15-30%,"Identify and stop Glue ETL jobs that are not actively processing data. Use AWS Glue job metrics to determine job frequency and duration, then adjust job schedules or delete unused jobs to reduce costs.",b1a92733b37a3cb3299f5a36b4f342a9f435398bf5a48ffe80c08dfcf5d3270c,aws glue list-jobs --max-results 100 | jq '.Jobs[] | select(.LastModifiedOn < (now - 30*24*3600))',glue-006,false,glue-006,View Details,Stop unused Glue ETL jobs,AWS,,,2026-06-15T02:10:38.304135+00:00,Check DPU allocation vs job duration. Reduce DPUs for short jobs. Reduce crawler frequency for static schemas.,"[""glue:GetJobs"",""glue:GetJobRuns"",""glue:GetCrawlers""]",,,,,
1,easy,bedrock-ai,Glue,3,advisory,idle-resources,10-30%,Identify and stop Glue Crawlers that haven't run in the last 30 days. Use the AWS Glue console or API to delete or disable unused crawlers to avoid unnecessary charges.,48cd08ef83770328f7815f4e4587da880de642cbc0a2ebc2500048b9a567aa0e,aws glue list-crawlers --query 'Crawlers[?LastCrawl.Status==`Ready`&&LastCrawl.Message!=`Crawler running`]',glue-007,false,glue-007,View Details,Stop Idle Glue Crawlers,AWS,,,2026-06-16T02:10:38.123924+00:00,Check DPU allocation vs job duration. Reduce DPUs for short jobs. Reduce crawler frequency for static schemas.,"[""glue:GetJobs"",""glue:GetJobRuns"",""glue:GetCrawlers""]",,,,,
,medium,,Google Kubernetes Engine,2,pending,right-sizing,20-40%,Use Cluster Autoscaler to scale node pools based on pod demand and Vertical Pod Autoscaler to adjust resource requests. Prevents over-provisioning while maintaining availability.,,,,false,gcp-gke-001,Coming Soon,Enable GKE cluster autoscaler and vertical pod autoscaler,GCP,false,Google Kubernetes Engine,,,,,,,,
,medium,,Google Kubernetes Engine,2,pending,pricing-model,60-80%,"Configure GKE node pools to use Spot VMs for fault-tolerant workloads like batch jobs, stateless services, and CI/CD runners. Combine with pod disruption budgets for availability.",,,,false,gcp-gke-002,Coming Soon,Use Spot VMs for GKE node pools,GCP,false,Google Kubernetes Engine,,,,,,,,
,medium,,Google Kubernetes Engine,2,pending,architecture,25-40%,"GKE Autopilot charges per pod resource request instead of per node, eliminating waste from partially-filled nodes. Google manages node provisioning, achieving near-perfect bin-packing efficiency.",,,,false,gcp-gke-003,Coming Soon,Use GKE Autopilot for per-pod billing,GCP,false,Google Kubernetes Engine,,,,,,,,
,medium,,Google Kubernetes Engine,2,pending,scheduling,50-70%,Configure cluster autoscaler to scale node pools to 0 minimum nodes for non-production clusters. Use scheduled scaling or CronJobs to ensure workloads only run during business hours.,,,,false,gcp-gke-004,Coming Soon,Scale GKE dev/test clusters to zero nodes after hours,GCP,false,Google Kubernetes Engine,,,,,,,,
,easy,,Google Kubernetes Engine,2,pending,right-sizing,20-30%,E2 machine types offer 20-30% discount over N1/N2 for general-purpose workloads. Use e2-standard or e2-custom for GKE nodes running non-CPU-intensive services.,,,,false,gcp-gke-005,Coming Soon,Use e2 machine types for GKE cost-optimized node pools,GCP,false,Google Kubernetes Engine,,,,,,,,
,medium,,Governance,2,pending,tagging,10-20%,"Use Azure Policy to enforce mandatory tags (cost-center, environment, owner) on all resources. Tags enable accurate chargeback, showback, and identification of unowned resources.",,,,false,azure-governance-001,Coming Soon,Enforce tagging policies for cost allocation,AZURE,false,Governance,,,,,,,,
,easy,,Governance,2,pending,tagging,10-20%,"Use GCP resource labels to tag all resources by team, environment, and project. Set up billing budgets with alerts per label to catch unexpected spend early and enable accurate chargeback.",,,,false,gcp-governance-001,Coming Soon,Apply labels for cost attribution and budget alerts,GCP,false,Governance,,,,,,,,
,medium,,Governance,2,pending,architecture,15-30%,"Set organization policies to restrict allowed machine types, locations, and services. Prevent accidental deployment of expensive GPU instances or resources in premium regions.",,,,false,gcp-governance-002,Coming Soon,Use Organization Policies to restrict expensive resources,GCP,false,Governance,,,,,,,,
,medium,,Governance,2,pending,architecture,10-25%,Configure billing budgets per project with Cloud Functions triggers to disable billing or notify teams when spending exceeds thresholds. Prevents runaway costs from misconfigured resources.,,,,false,gcp-governance-003,Coming Soon,Use project-level budgets with automated responses,GCP,false,Governance,,,,,,,,
1,medium,bedrock-ai,GuardDuty,3,advisory,monitoring,20-40%,Regularly review GuardDuty findings to disable unnecessary detectors. Unused detectors can be turned off to reduce costs.,d29b0a170fbaa4fab0c6f2294435fa31b0c412937b33eb2fcbc70b90cdb752e2,aws guardduty describe-detectors --detector-ids <detector_id>,guardduty-001,false,guardduty-001,View Details,Schedule GuardDuty findings review,AWS,,,,,,,,,,
1,easy,bedrock-ai,GuardDuty,3,advisory,right-sizing,10-30%,Turn off GuardDuty in non-production accounts to save on costs.,cf99fac3eec097759d2269125e8303be78187bd6acc40929dcfdc788173a3f5d,aws guardduty describe-organization-configuration --query 'organizationConfiguration' --output text,guardduty-002,false,guardduty-002,View Details,Disable GuardDuty in Non-Production Accounts,AWS,,,,,,,,,,
1,medium,bedrock-ai,GuardDuty,3,advisory,right-sizing,20-40%,Enable Amazon GuardDuty only on accounts with critical workloads to reduce costs.,fd4d7cab8de13be16a12dfd27deef70f438ea28be8aad2a0984921ee6eef1c69,aws guardduty describe-organization-configuration --detector-id <detector-id>,guardduty-003,false,guardduty-003,View Details,Enable GuardDuty on Critical Accounts Only,AWS,,,2026-05-30T07:30:18.593156+00:00,,,,,,,
1,medium,bedrock-ai,GuardDuty,3,advisory,right-sizing,10-30%,Review and adjust the scope of GuardDuty findings to reduce unnecessary monitoring costs.,ce0946d4e1f43ae75267171f29d088ea11542e603eeee6c92ee60e66ea240d2e,aws guardduty describe-usage-statistics --detector-id <detector_id>,guardduty-004,false,guardduty-004,View Details,Adjust GuardDuty Scope,AWS,,,2026-06-05T02:10:37.609239+00:00,,,,,,,
1,medium,bedrock-ai,IAM,3,advisory,cleanup,varies,Identify and delete unused IAM roles to reduce costs.,9677e3f807adcd12864fdaf1a55889bf207cc7d09037087bc2e4242ce710d57f,"aws iam list-roles --query 'Roles[?not_contains(RoleName, `default`)]' --output text",iam-001,false,iam-001,View Details,Remove unused IAM roles,AWS,,,2026-06-03T02:10:38.263144+00:00,,,,,,,
1,medium,bedrock-ai,IAM,3,advisory,cleanup,$50/month,Identify and delete unused IAM policies to avoid paying for unused resources. Use the IAM policy simulator to confirm if policies are unused.,f083b7dd34c8f35e1e8297d0bf37233c037c82b3e4d5b23cc22fa31ba9eaad2a,aws iam list-attached-user-policies --user-name <username> && aws iam list-attached-group-policies --group-name <groupname>,iam-002,false,iam-002,View Details,Remove unused IAM policies,AWS,,,2026-06-04T02:10:38.377803+00:00,,,,,,,
,easy,,KMS,1,advisory,cleanup,$1/month per unused key,Each customer-managed KMS key costs $1/month regardless of usage. Audit keys that have not been used for encryption/decryption in the past 90 days. Disable unused keys and schedule them for deletion. Use AWS-managed keys where possible (free).,,kms:ListKeys + kms:ListAliases â†’ kms_summary.customer_managed_keys count Ã— $1/month,,true,kms-001,Audit KMS Keys,Audit and remove unused KMS keys,AWS,true,AWS Key Management Service,,,,,,,,
,medium,,KMS,2,deep-link,optimization,10-50% on API costs,"KMS charges $0.03 per 10,000 API requests. Use data key caching to reduce the number of GenerateDataKey calls. Consider using envelope encryption to minimize direct KMS API calls.",,cloudwatch:GetMetricStatistics(KMS/NumberOfKeys) â†’ kms_summary; high API request volume in ce:GetCostAndUsage KMS line = caching candidate,,true,kms-002,Ask AI about KMS costs,Reduce KMS API request costs,AWS,true,AWS Key Management Service,,,,,,,,
,easy,,Key Vault,2,pending,right-sizing,40-60%,Key Vault Premium tier (HSM-backed keys) costs significantly more. Use Standard tier for secrets and certificates unless regulatory compliance mandates hardware security modules.,,,,false,azure-keyvault-001,Coming Soon,Use Standard tier Key Vault unless HSM is required,AZURE,false,Key Vault,,,,,,,,
,easy,,Key Vault,2,pending,cleanup,15-30%,"While Key Vault charges per-operation not per-secret, unnecessary vaults incur base costs. Consolidate secrets into fewer vaults and purge soft-deleted vaults after retention period.",,,,false,azure-keyvault-002,Coming Soon,Delete unused Key Vault secrets and expired certificates,AZURE,false,Key Vault,,,,,,,,
1,medium,bedrock-ai,Key Vault,3,advisory,cleanup,varies,Regularly review and delete unused secrets in Azure Key Vault to avoid unnecessary costs. Use Azure Portal or CLI to identify unused secrets.,f92a42c2b924d1d9cb53c26f9bfb432e2efc558902cfacba999a53fd3edbdc7f,az keyvault secret list --vault-name <key-vault-name>,key vault-001,false,key vault-001,View Details,Remove unused Azure Key Vault secrets,AZURE,,,2026-06-04T02:10:38.377803+00:00,,,,,,,
1,easy,bedrock-ai,Key Vault,3,advisory,cleanup,varies,Identify and delete old or unused secrets to avoid incurring unnecessary costs.,c17748ca725a56df07adde95d0509ec6025d000d15dc845f93dbc8f88784359f,az keyvault secret list --vault-name <your-key-vault> --query '[] | [?not(properties.enabled)]' --output text,key vault-002,false,key vault-002,View Details,Clean up old or unused secrets in Azure Key Vault,AZURE,,,2026-06-06T02:10:39.931822+00:00,,,,,,,
1,medium,bedrock-ai,Key Vault,3,advisory,cleanup,$5/month,"Delete unused certificates, keys, and secrets from Azure Key Vault to reduce costs.",b3feb55e431741977557436f33fc5475b0b2555d6c09e298fc62b150023369ff,az keyvault list-deleted --query 'deletedVaults[?recoveryLevel == `Purgeable`]' --output table,key vault-003,false,key vault-003,View Details,Clean up unused Key Vault resources,AZURE,,,2026-06-09T02:10:38.815738+00:00,,,,,,,
1,easy,bedrock-ai,Key Vault,3,advisory,cleanup,5-15%,"Identify and delete unused Key Vault secrets, keys, and certificates to reduce costs.",10c3a58636db9740732a4b4f0c97743ac7bba8bea55699a75f639881764ad932,az keyvault list --query '[].name' --output tsv | xargs -I {} az keyvault purge-deleted --name {},key vault-004,false,key vault-004,View Details,Delete unused Key Vault resources,AZURE,,,2026-06-11T02:10:39.136892+00:00,,,,,,,
1,easy,bedrock-ai,Kinesis,3,advisory,cleanup,varies,Identify and delete Kinesis data streams that are no longer in use to avoid unnecessary costs.,1f9a52aa8d0c829fec1a84d5fb09e9fece3b969f3c315e4dabf658aa5c25424c,aws kinesis list-streams,kinesis-001,false,kinesis-001,View Details,Delete unused Kinesis streams,AWS,,,,,,,,,,
1,easy,bedrock-ai,Kinesis,3,advisory,cleanup,varies,Regularly delete Kinesis streams that are no longer in use to avoid unnecessary charges.,8841a12168a0fec7850d2186f03b7b2c691695075f78405afd348dc7bd15a652,aws kinesis list-streams --stream-names <stream-name>,kinesis-002,false,kinesis-002,View Details,Clean Up Old Kinesis Streams,AWS,,,2026-05-30T07:30:18.593156+00:00,,,,,,,
